content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,app_name,compound,sentiment,rating_category
very good this aap remove my stressed give me motivation,5,0,445.0.0.45.83,2026-09-10 06:29:09,445.0.0.45.83,Instagram,0.4927,Positive,High
i have been experiencing a lot of problem with my instagram accounts it's keep getting disabled for no reason and when i try to make new one with completely different email and phone no. it also gets disabled within a minute i have been using instagram sice 5-6 years and it hurts me so bad that my 6 year account is disabled for no reason,1,0,445.0.0.45.83,2026-09-10 06:28:56,445.0.0.45.83,Instagram,-0.9184,Negative,Low
onek valo,5,0,,2026-09-10 06:28:50,,Instagram,0.0,Neutral,High
"​""बहुत ही बेहतरीन ऐप है! रील्स और फ़ोटो शेयरिंग का अनुभव काफी शानदार है, लेकिन कभी-कभी वीडियो अपलोड होने में समय लगता है। इसे सुधारें!""",5,0,,2026-09-10 06:28:34,,Instagram,0.0,Neutral,High
vikrm,5,0,443.0.0.48.82,2026-09-10 06:28:13,443.0.0.48.82,Instagram,0.0,Neutral,High
good,5,0,445.0.0.45.83,2026-09-10 06:27:35,445.0.0.45.83,Instagram,0.4404,Positive,High
i like ❣️❣️,5,0,446.0.0.49.77,2026-09-10 06:27:34,446.0.0.49.77,Instagram,0.8979,Positive,High
aman is not available for,5,0,,2026-09-10 06:27:00,,Instagram,0.0,Neutral,High
super 👍,5,0,444.0.0.46.85,2026-09-10 06:25:16,444.0.0.46.85,Instagram,0.5994,Positive,High
good aap,5,0,434.0.0.44.74,2026-09-10 06:23:31,434.0.0.44.74,Instagram,0.4404,Positive,High
"banning ids for no reason, fix these issues and asking too much requirements",3,0,,2026-09-10 06:23:04,,Instagram,-0.296,Negative,Medium
"areee wahhh, kya awesome hai",5,0,445.0.0.45.83,2026-09-10 06:22:58,445.0.0.45.83,Instagram,0.6249,Positive,High
im always getting suspended even though im not doing anything. what the hell is this bullcrap,1,0,,2026-09-10 06:22:16,,Instagram,-0.8271,Negative,Low
nice app,5,0,445.0.0.45.83,2026-09-10 06:21:53,445.0.0.45.83,Instagram,0.4215,Positive,High
nice,5,1,446.0.0.49.77,2026-09-10 06:21:49,446.0.0.49.77,Instagram,0.4215,Positive,High
populer app😇💘,5,0,445.0.0.45.83,2026-09-10 06:21:16,445.0.0.45.83,Instagram,0.802,Positive,High
good,5,0,,2026-09-10 06:20:58,,Instagram,0.4404,Positive,High
instagram permanent disable my instagram account without any reason im remeber all the rules and policy . instagram gave a one chance to request for enable instagram account 🙏🏼,2,0,416.0.0.47.66,2026-09-10 06:20:26,416.0.0.47.66,Instagram,0.25,Positive,Low
good social media app. but now it becomes more commercial app and more biased app.,3,2,445.0.0.45.83,2026-09-10 06:20:13,445.0.0.45.83,Instagram,-0.2823,Negative,Medium
so cool,5,0,443.0.0.48.82,2026-09-10 06:20:01,443.0.0.48.82,Instagram,0.3804,Positive,High
good,5,0,445.0.0.45.83,2026-09-10 06:19:21,445.0.0.45.83,Instagram,0.4404,Positive,High
nice,5,0,,2026-09-10 06:18:17,,Instagram,0.4215,Positive,High
good 👍,4,0,215.0.0.27.359,2026-09-10 06:18:03,215.0.0.27.359,Instagram,0.4404,Positive,High
laxma meena,5,0,,2026-09-10 06:17:55,,Instagram,0.0,Neutral,High
amazing 🤩,5,0,,2026-09-10 06:17:54,,Instagram,0.5859,Positive,High
good,5,0,445.0.0.45.83,2026-09-10 06:17:35,445.0.0.45.83,Instagram,0.4404,Positive,High
life better with instagram 🫠🫶,5,0,,2026-09-10 06:16:24,,Instagram,0.4404,Positive,High
ok,1,0,444.0.0.46.85,2026-09-10 06:16:20,444.0.0.46.85,Instagram,0.296,Positive,Low
very good👍👍👍,5,1,446.0.0.49.77,2026-09-10 06:16:03,446.0.0.49.77,Instagram,0.4927,Positive,High
heloo,5,0,410.1.0.63.71,2026-09-10 06:14:21,410.1.0.63.71,Instagram,0.0,Neutral,High
worst app i ever seen it suspend my id without any reason i have gave the proper information then also that stupidit meta have to work on him self,1,1,446.0.0.49.77,2026-09-10 06:12:57,446.0.0.49.77,Instagram,-0.7506,Negative,Low
meri instagram id sespend ho ghi hai or new bnatha hu to wo bhi ho jathi hai esha mere sath kyu ho rha hai,5,1,430.0.0.53.80,2026-09-10 06:12:39,430.0.0.53.80,Instagram,0.0,Neutral,High
instagram id ban ho gaya to main instagram delete kar dunga lekin instagram chalane mein maja aata hai isliye tum log ko 5 stone de raha hun,5,1,,2026-09-10 06:12:25,,Instagram,-0.5574,Negative,High
nice,5,0,428.0.0.47.67,2026-09-10 06:12:19,428.0.0.47.67,Instagram,0.4215,Positive,High
my id is the disabled for yay reyson delete insta all my friends,1,1,446.0.0.49.77,2026-09-10 06:11:48,446.0.0.49.77,Instagram,0.7579,Positive,Low
👍,2,0,441.0.0.43.81,2026-09-10 06:11:25,441.0.0.43.81,Instagram,0.0,Neutral,Low
ravi makwana ⚜️,5,0,438.0.0.28.88,2026-09-10 06:11:25,438.0.0.28.88,Instagram,0.0,Neutral,High
bad,1,0,,2026-09-10 06:11:15,,Instagram,-0.5423,Negative,Low
good,5,0,,2026-09-10 06:10:54,,Instagram,0.4404,Positive,High
superb app,5,0,278.0.0.21.117,2026-09-10 06:09:54,278.0.0.21.117,Instagram,0.6249,Positive,High
good 👍,5,0,445.0.0.45.83,2026-09-10 06:09:14,445.0.0.45.83,Instagram,0.4404,Positive,High
good,5,0,,2026-09-10 06:07:41,,Instagram,0.4404,Positive,High
fezal khailfa 93068,5,0,,2026-09-10 06:07:08,,Instagram,0.0,Neutral,High
this is best ap,5,0,,2026-09-10 06:06:12,,Instagram,0.6369,Positive,High
fabulous,5,0,445.0.0.45.83,2026-09-10 06:06:06,445.0.0.45.83,Instagram,0.5267,Positive,High
super,5,0,,2026-09-10 06:05:00,,Instagram,0.5994,Positive,High
🫶🏻🫶🏻,5,0,445.0.0.45.83,2026-09-10 06:04:50,445.0.0.45.83,Instagram,0.0,Neutral,High
worst app. my boyfriend is not replying to me.,1,1,446.0.0.49.77,2026-09-10 06:04:29,446.0.0.49.77,Instagram,-0.6249,Negative,Low
ajay khabiya,5,0,,2026-09-10 06:03:42,,Instagram,0.0,Neutral,High
this is heartbeat 💓,5,0,444.0.0.46.85,2026-09-10 06:03:24,444.0.0.46.85,Instagram,0.875,Positive,High
jken,5,0,,2026-09-10 06:03:16,,Instagram,0.0,Neutral,High
kuldeep kashmir,5,0,,2026-09-10 06:01:43,,Instagram,0.0,Neutral,High
very good,5,1,446.0.0.49.77,2026-09-10 06:01:24,446.0.0.49.77,Instagram,0.4927,Positive,High
good 👍 good,5,0,446.0.0.49.77,2026-09-10 06:00:44,446.0.0.49.77,Instagram,0.7003,Positive,High
good,5,0,,2026-09-10 05:59:52,,Instagram,0.4404,Positive,High
very nice,5,0,,2026-09-10 05:59:48,,Instagram,0.4754,Positive,High
good 😊,5,1,446.0.0.49.77,2026-09-10 05:58:23,446.0.0.49.77,Instagram,0.836,Positive,High
👍,5,0,,2026-09-10 05:58:01,,Instagram,0.0,Neutral,High
best,5,0,445.0.0.45.83,2026-09-10 05:57:44,445.0.0.45.83,Instagram,0.6369,Positive,High
bakar app,1,0,444.0.0.46.85,2026-09-10 05:56:11,444.0.0.46.85,Instagram,0.0,Neutral,Low
amazing,5,0,445.0.0.45.83,2026-09-10 05:54:47,445.0.0.45.83,Instagram,0.5859,Positive,High
very very very very very very very very very very very very very very very very nice 👍✨,5,0,419.0.0.49.71,2026-09-10 05:54:15,419.0.0.49.71,Instagram,0.7127,Positive,High
im using last many year but still my id is not increasing and not my post's is going to viral,3,1,446.0.0.49.77,2026-09-10 05:53:45,446.0.0.49.77,Instagram,0.0,Neutral,Medium
why my three accounts suspended give me the direct valuable answer 😡😡😡,5,1,445.0.0.45.83,2026-09-10 05:53:35,445.0.0.45.83,Instagram,0.0,Neutral,High
nice🫰🏼🫰🏼🫰🏼🫰🏼🫰🏼,5,0,442.0.0.46.79,2026-09-10 05:53:10,442.0.0.46.79,Instagram,0.0,Neutral,High
they suspend my i'd daily without any reason,1,1,,2026-09-10 05:52:10,,Instagram,-0.3182,Negative,Low
love it!,5,0,445.0.0.45.83,2026-09-10 05:51:15,445.0.0.45.83,Instagram,0.6696,Positive,High
best app,5,0,444.0.0.46.85,2026-09-10 05:50:43,444.0.0.46.85,Instagram,0.6369,Positive,High
nice,5,0,445.0.0.45.83,2026-09-10 05:49:52,445.0.0.45.83,Instagram,0.4215,Positive,High
so you will have the time in my,5,0,446.0.0.49.77,2026-09-10 05:49:41,446.0.0.49.77,Instagram,0.0,Neutral,High
super,5,0,444.0.0.46.85,2026-09-10 05:48:57,444.0.0.46.85,Instagram,0.5994,Positive,High
"> ⭐⭐⭐⭐⭐ > **instagram is one of my favorite social media apps!** i really enjoy watching reels, discovering new content, sharing posts, and connecting with people. the app is easy to use, creative, and constantly improving with new features. i especially love the reels and content-creation options. overall, instagram is a great platform for entertainment, creativity, and connecting with",5,0,362.0.0.33.241,2026-09-10 05:48:29,362.0.0.33.241,Instagram,0.9851,Positive,High
awesome,3,0,444.0.0.46.85,2026-09-10 05:48:10,444.0.0.46.85,Instagram,0.6249,Positive,Medium
very good app,5,1,446.0.0.49.77,2026-09-10 05:47:19,446.0.0.49.77,Instagram,0.4927,Positive,High
meow ladle gop gop,5,0,445.0.0.45.83,2026-09-10 05:45:42,445.0.0.45.83,Instagram,0.0,Neutral,High
❤️❤️❤️,5,0,436.0.0.41.73,2026-09-10 05:45:38,436.0.0.41.73,Instagram,0.0,Neutral,High
superbbbbbb💥💥💥,5,0,361.0.0.46.88,2026-09-10 05:45:08,361.0.0.46.88,Instagram,-0.7579,Negative,High
"very good, easy to use, easy to understand, and very fast.",5,0,446.0.0.49.77,2026-09-10 05:44:48,446.0.0.49.77,Instagram,0.8508,Positive,High
i hate instagram,1,0,307.0.0.34.111,2026-09-10 05:41:45,307.0.0.34.111,Instagram,-0.5719,Negative,Low
good,4,0,425.0.0.47.61,2026-09-10 05:40:42,425.0.0.47.61,Instagram,0.4404,Positive,High
insta ne mera account faltu me suspend kar diya tha. and every thing is fine.,4,0,444.0.0.46.85,2026-09-10 05:40:41,444.0.0.46.85,Instagram,-0.128,Negative,High
ati sundar,5,0,430.0.0.53.80,2026-09-10 05:40:15,430.0.0.53.80,Instagram,0.0,Neutral,High
great app however can you add a setting thats turns off suggestions pls,5,0,,2026-09-10 05:40:07,,Instagram,0.6597,Positive,High
the best social media to me 🌸🥰,5,0,,2026-09-10 05:39:42,,Instagram,0.91,Positive,High
best platform,5,0,,2026-09-10 05:39:13,,Instagram,0.6369,Positive,High
good experience,5,0,403.0.0.49.74,2026-09-10 05:38:14,403.0.0.49.74,Instagram,0.4404,Positive,High
naincy kumari,5,0,278.0.0.22.117,2026-09-10 05:38:09,278.0.0.22.117,Instagram,0.0,Neutral,High
this is my favorite app this is good app,1,0,442.0.0.46.79,2026-09-10 05:37:41,442.0.0.46.79,Instagram,0.7096,Positive,Low
niceeeeeee✨✨,5,0,,2026-09-10 05:37:40,,Instagram,0.5574,Positive,High
id suspend kyu ho rhi h ? without any reason ?,1,0,,2026-09-10 05:37:27,,Instagram,-0.3939,Negative,Low
nice🤩,4,0,,2026-09-10 05:36:38,,Instagram,0.4215,Positive,High
good app of my life,5,0,446.0.0.49.77,2026-09-10 05:36:16,446.0.0.49.77,Instagram,0.4404,Positive,High
it is good,5,0,445.0.0.45.83,2026-09-10 05:36:15,445.0.0.45.83,Instagram,0.4404,Positive,High
perfect ✅✅,5,0,,2026-09-10 05:36:13,,Instagram,0.5719,Positive,High
can do better,3,0,445.0.0.45.83,2026-09-10 05:36:09,445.0.0.45.83,Instagram,0.4404,Positive,Medium
bolj bn,5,0,,2026-09-10 05:35:46,,Instagram,0.0,Neutral,High
beutiful 🫶,5,0,440.1.0.46.86,2026-09-10 05:35:43,440.1.0.46.86,Instagram,0.0,Neutral,High
"1 out of every 5 posts on my feed are suggested posts (none of which are from anyone i'm following), the other 4 are ads. solid app 10/10 update: this is still true",1,1,446.0.0.49.77,2026-09-10 05:33:43,446.0.0.49.77,Instagram,0.5267,Positive,Low
very entertaining aap but make me a little famous,5,0,312.1.0.34.111,2026-09-10 05:33:26,312.1.0.34.111,Instagram,0.2724,Positive,High
खुप छान आहे,5,0,,2026-09-10 05:33:14,,Instagram,0.0,Neutral,High
nice,5,0,445.0.0.45.83,2026-09-10 05:31:47,445.0.0.45.83,Instagram,0.4215,Positive,High
instagram is trash like app because they will suspend account without reason and after appeal they'll be permanently delete your account don't waste your time on instagram this is worst in history use any other platform but don't use instagram,1,0,,2026-09-10 05:31:15,,Instagram,-0.1984,Negative,Low
usless app,1,0,445.0.0.45.83,2026-09-10 05:29:31,445.0.0.45.83,Instagram,0.0,Neutral,Low
follow me: jamestagram_26,5,0,318.0.0.30.110,2026-09-10 05:27:25,318.0.0.30.110,Instagram,0.0,Neutral,High
😡😡😡,1,0,403.0.0.49.74,2026-09-10 05:26:50,403.0.0.49.74,Instagram,0.0,Neutral,Low
"it's a great app, problem is for some reason i just can't repost, i've tried tutorials and it still doesn't work",4,0,,2026-09-10 05:26:14,,Instagram,0.34,Positive,High
shock even this brandy trixi,5,0,445.0.0.45.83,2026-09-10 05:26:11,445.0.0.45.83,Instagram,-0.3818,Negative,High
strawberry man,1,0,,2026-09-10 05:26:03,,Instagram,0.0,Neutral,Low
"just simply suspended account n reason given does not come with supporting documents given suspended reason just unreasonable n the ins acc still have money for meta usage, can't even get it back",1,0,,2026-09-10 05:25:29,,Instagram,-0.8227,Negative,Low
acha app he lekin agar koi student he to use krna thik nhi he es kai wajh se pura din nikal jata he,5,0,385.0.0.0.32,2026-09-10 05:25:21,385.0.0.0.32,Instagram,0.0,Neutral,High
"what do you mean ""ai chat isnt available""?? i just clicked the ""message"" button for normal chats!! what a stupid app",1,0,,2026-09-10 05:24:50,,Instagram,-0.6535,Negative,Low
👍👍👍👍,5,0,,2026-09-10 05:24:18,,Instagram,0.0,Neutral,High
i got best experience 😌 and the reel i want according to my mood .,5,0,,2026-09-10 05:24:12,,Instagram,0.7964,Positive,High
kiya bakwaas hai bwe mera 1.3k flws wala art acc suspend hogya bwe or usma 1.3m + views wala reel bhi the and chaar diwari cmt or like bhi kra tha mere post pe,1,1,446.0.0.49.77,2026-09-10 05:22:34,446.0.0.49.77,Instagram,0.0516,Positive,Low
com.android.vending,4,0,278.0.0.22.117,2026-09-10 05:22:25,278.0.0.22.117,Instagram,0.0,Neutral,High
no girl msg,4,0,,2026-09-10 05:21:25,,Instagram,-0.296,Negative,High
love you indtagram,5,1,446.0.0.49.77,2026-09-10 05:21:15,446.0.0.49.77,Instagram,0.6369,Positive,High
this is not harmful if you use in right thing,5,1,446.0.0.49.77,2026-09-10 05:18:54,446.0.0.49.77,Instagram,0.0,Neutral,High
my first user on instagram,5,0,311.0.0.32.118,2026-09-10 05:18:10,311.0.0.32.118,Instagram,0.0,Neutral,High
i just love instagram although plus is not needed i recommend it,5,0,,2026-09-10 05:17:29,,Instagram,0.4749,Positive,High
very happy,5,0,445.0.0.45.83,2026-09-10 05:15:39,445.0.0.45.83,Instagram,0.6115,Positive,High
good 👍😊,5,0,,2026-09-10 05:13:34,,Instagram,0.836,Positive,High
so fast nice,5,0,442.0.0.46.79,2026-09-10 05:12:13,442.0.0.46.79,Instagram,0.4728,Positive,High
very good,5,0,,2026-09-10 05:12:13,,Instagram,0.4927,Positive,High
niss ❤️,5,0,445.0.0.45.83,2026-09-10 05:11:57,445.0.0.45.83,Instagram,0.0,Neutral,High
best,5,0,,2026-09-10 05:10:54,,Instagram,0.6369,Positive,High
i do not have an instagram account.ever?,1,0,,2026-09-10 05:09:33,,Instagram,0.0,Neutral,Low
👍good,5,0,,2026-09-10 05:07:43,,Instagram,0.0,Neutral,High
nicee 🌷✨,5,0,,2026-09-10 05:07:36,,Instagram,0.3182,Positive,High
call,2,1,446.0.0.49.77,2026-09-10 05:07:34,446.0.0.49.77,Instagram,0.0,Neutral,Low
may akaunt is ban,1,4,446.0.0.49.77,2026-09-10 05:07:15,446.0.0.49.77,Instagram,-0.5574,Negative,Low
"hackearon mi threads y se usó para compartir estafa/trading, me la desactivaron y no me dieron derecho de apelar. ¿por qué no puedo apelar por su sistema que omitió el 2fa? no puedo crear más cuentas y mi trabajo es afectado por ello. no sirve la asistencia de meta verificado, son incompetentes y el chat de ayuda es una ia con la agilidad mental de un perro. meta ia es un asco, y ahora no puedo borrar mis métodos de pago dentro de la app que un chino ahora tiene acceso, decepcionante y mediocre.",1,0,445.0.0.45.83,2026-09-10 05:06:55,445.0.0.45.83,Instagram,-0.8402,Negative,Low
nice 👍,5,0,446.0.0.49.77,2026-09-10 05:06:52,446.0.0.49.77,Instagram,0.4215,Positive,High
nice app,5,0,445.0.0.45.83,2026-09-10 05:06:31,445.0.0.45.83,Instagram,0.4215,Positive,High
r1e te hi to rki*/9*( hi toh re te ki 9 7a ((()())))) hai yaar)))) hai yaar))hai)) hai))))))))) hai)))(),3,0,442.0.0.46.79,2026-09-10 05:06:24,442.0.0.46.79,Instagram,0.0,Neutral,Medium
this is app time pss,4,0,443.0.0.48.82,2026-09-10 05:05:48,443.0.0.48.82,Instagram,0.0,Neutral,High
karansingh,5,0,440.1.0.46.86,2026-09-10 05:05:34,440.1.0.46.86,Instagram,0.0,Neutral,High
everytime when i post smnthg it gets a glitch in the story the uploaded pictures aren't clear i tried of reinstalling nd updating it isn't working,1,0,443.0.0.48.82,2026-09-10 05:05:30,443.0.0.48.82,Instagram,-0.2924,Negative,Low
mohit,1,0,,2026-09-10 05:05:20,,Instagram,0.0,Neutral,Low
good,5,0,431.1.0.49.82,2026-09-10 05:05:15,431.1.0.49.82,Instagram,0.4404,Positive,High
expiration is tha best,5,0,431.1.0.49.82,2026-09-10 05:04:51,431.1.0.49.82,Instagram,0.6369,Positive,High
better.,3,0,,2026-09-10 05:04:09,,Instagram,0.4404,Positive,Medium
nice aap,5,0,,2026-09-10 05:03:07,,Instagram,0.4215,Positive,High
i love instagram!,5,0,446.0.0.49.77,2026-09-10 05:02:49,446.0.0.49.77,Instagram,0.6696,Positive,High
better than me this application,5,0,,2026-09-10 05:02:40,,Instagram,0.4404,Positive,High
"here not installing it please let it me download, why it was not downloading",1,0,,2026-09-10 05:02:18,,Instagram,-0.2411,Negative,Low
"overall it's working well, but voice feature is not working on my mobile...",5,0,447.0.0.0.51,2026-09-10 05:00:28,447.0.0.0.51,Instagram,0.1406,Positive,High
"my instagram account has been permanently suspended, but i have not violated instagram’s rules or done anything wrong. i submitted an appeal 2 days ago, but my account has still not been recovered. this account is important to me, and i believe the suspension may have happened by mistake. please review my account again and help me recover it. username:nitish_sahu444 please provide proper support and resolve this issue as soon as possible.",1,0,,2026-09-10 05:00:02,,Instagram,0.918,Positive,Low
good,5,0,364.0.0.35.86,2026-09-10 04:59:49,364.0.0.35.86,Instagram,0.4404,Positive,High
good,5,0,,2026-09-10 04:58:54,,Instagram,0.4404,Positive,High
raghvendra,5,0,442.0.0.46.79,2026-09-10 04:58:46,442.0.0.46.79,Instagram,0.0,Neutral,High
i love ittt🥵🥵💅🏻,5,0,,2026-09-10 04:58:43,,Instagram,0.6369,Positive,High
it was very good app and my experience is great,5,0,445.0.0.45.83,2026-09-10 04:58:29,445.0.0.45.83,Instagram,0.807,Positive,High
happy happy happy!!!!,5,0,445.0.0.45.83,2026-09-10 04:58:20,445.0.0.45.83,Instagram,0.9227,Positive,High
loda app,1,0,,2026-09-10 04:58:08,,Instagram,0.0,Neutral,Low
they are keep suspending my account again and againn,1,0,,2026-09-10 04:57:57,,Instagram,0.0,Neutral,Low
very useful & popular social media platform by meta i'm really happy to use instagram. keep more ai suggestions in the instagram. love you 😘😘😘😘,5,0,446.0.0.49.77,2026-09-10 04:56:53,446.0.0.49.77,Instagram,0.9768,Positive,High
mind is blessed,5,0,445.0.0.45.83,2026-09-10 04:55:40,445.0.0.45.83,Instagram,0.5994,Positive,High
nice,4,0,446.0.0.49.77,2026-09-10 04:55:34,446.0.0.49.77,Instagram,0.4215,Positive,High
very good,3,0,,2026-09-10 04:55:09,,Instagram,0.4927,Positive,Medium
🥀🙂🍁,5,0,439.0.0.37.89,2026-09-10 04:54:37,439.0.0.37.89,Instagram,0.4033,Positive,High
plz don't ban account i request you this app are very usefull and better bur don't ban any account i requested you instagram family 🥲😭,2,0,417.0.0.54.77,2026-09-10 04:54:19,417.0.0.54.77,Instagram,0.7361,Positive,Low
"""hello instagram support, my instagram account was disabled and i believe this may have been a mistake. i have already completed the available review steps, but i am now seeing the message: ‘you cannot request another review of this decision.’ i respectfully request that my account be manually reviewed again. i am willing to verify my identity and provide any information required to confirm that i am the legitimate account owner. please review my account arestore access if possible. thank you",1,0,441.0.0.43.81,2026-09-10 04:53:33,441.0.0.43.81,Instagram,0.872,Positive,Low
great app,5,0,,2026-09-10 04:52:31,,Instagram,0.6249,Positive,High
best experience in instagram,5,0,,2026-09-10 04:52:25,,Instagram,0.6369,Positive,High
my favourite app,5,0,,2026-09-10 04:50:24,,Instagram,0.0,Neutral,High
so excited of this app,4,0,444.0.0.46.85,2026-09-10 04:49:54,444.0.0.46.85,Instagram,0.4005,Positive,High
nice,5,0,,2026-09-10 04:49:23,,Instagram,0.4215,Positive,High
"there are a lot of ads, it seems like nonsense. there is an ad after every 2 reels, it seems as if instagram has made a joke.",1,0,446.0.0.49.77,2026-09-10 04:49:22,446.0.0.49.77,Instagram,0.25,Positive,Low
amazing,5,0,446.0.0.49.77,2026-09-10 04:47:59,446.0.0.49.77,Instagram,0.5859,Positive,High
idk is my wifi slow or its the app when i try to select an effect its really slow i hope this will help,2,0,446.0.0.49.77,2026-09-10 04:47:59,446.0.0.49.77,Instagram,0.6666,Positive,Low
fallow us #vinayvoice56 on insta & youtyub,5,0,,2026-09-10 04:47:49,,Instagram,0.0,Neutral,High
😍😍,5,0,,2026-09-10 04:47:41,,Instagram,0.7184,Positive,High
ok,5,0,441.0.0.43.81,2026-09-10 04:47:33,441.0.0.43.81,Instagram,0.296,Positive,High
sometimes it's went wrong,4,0,446.0.0.49.77,2026-09-10 04:46:51,446.0.0.49.77,Instagram,-0.4767,Negative,High
good work,5,0,445.0.0.45.83,2026-09-10 04:45:54,445.0.0.45.83,Instagram,0.4404,Positive,High
like,5,0,,2026-09-10 04:44:30,,Instagram,0.3612,Positive,High
ajjn,3,0,445.0.0.45.83,2026-09-10 04:43:23,445.0.0.45.83,Instagram,0.0,Neutral,Medium
account appeal auction,5,0,436.0.0.41.73,2026-09-10 04:43:08,436.0.0.41.73,Instagram,0.0,Neutral,High
upcoming update is not working,1,0,445.0.0.45.83,2026-09-10 04:41:55,445.0.0.45.83,Instagram,0.0,Neutral,Low
18+ karna chahiye,5,0,444.0.0.46.85,2026-09-10 04:40:51,444.0.0.46.85,Instagram,0.0,Neutral,High
best apps so far,5,0,,2026-09-10 04:40:34,,Instagram,0.6369,Positive,High
you suspend acc for no reason,1,0,445.0.0.45.83,2026-09-10 04:38:27,445.0.0.45.83,Instagram,-0.5423,Negative,Low
jlocvoas bnou,5,0,437.0.0.33.78,2026-09-10 04:38:21,437.0.0.33.78,Instagram,0.0,Neutral,High
instagram ki ase ki tesi 😡😡😡😡😡😡😡hor baar bina bojoh suspens,1,0,446.0.0.49.77,2026-09-10 04:37:02,446.0.0.49.77,Instagram,0.0,Neutral,Low
osm ❤️,5,0,441.0.0.43.81,2026-09-10 04:36:16,441.0.0.43.81,Instagram,0.0,Neutral,High
hey instagram team plz solve my problem why i can't use instagram in this phone with my phone number and any email id it's always gos suspended why why why😡 i m suffering since long time but still i can't using instagram account even i have created many accounts plz solve my problem as soon as possible,1,0,,2026-09-10 04:35:38,,Instagram,-0.3919,Negative,Low
best app ever,5,0,,2026-09-10 04:35:30,,Instagram,0.6369,Positive,High
"very bad app,keep suspending account without any valid reason.",1,1,,2026-09-10 04:34:59,,Instagram,-0.5849,Negative,Low
exilent,5,0,446.0.0.49.77,2026-09-10 04:34:45,446.0.0.49.77,Instagram,0.0,Neutral,High
akshitha,1,0,,2026-09-10 04:34:22,,Instagram,0.0,Neutral,Low
nice,5,0,445.0.0.45.83,2026-09-10 04:33:37,445.0.0.45.83,Instagram,0.4215,Positive,High
nice,5,0,,2026-09-10 04:33:28,,Instagram,0.4215,Positive,High
very good app,5,0,,2026-09-10 04:33:04,,Instagram,0.4927,Positive,High
please my reels viral karwa do sir 😌,5,0,444.0.0.46.85,2026-09-10 04:32:24,444.0.0.46.85,Instagram,0.5994,Positive,High
fantastic,5,0,445.0.0.45.83,2026-09-10 04:32:23,445.0.0.45.83,Instagram,0.5574,Positive,High
dimpal yadav,5,0,,2026-09-10 04:30:42,,Instagram,0.0,Neutral,High
i like this app but don't use child,1,0,446.0.0.49.77,2026-09-10 04:30:16,446.0.0.49.77,Instagram,0.1901,Positive,Low
i love,5,0,438.0.0.28.88,2026-09-10 04:29:39,438.0.0.28.88,Instagram,0.6369,Positive,High
my account was disabled even though i believe i did not violate the rules i’m disappointed with the support and would like instagram to review my account properly,1,1,,2026-09-10 04:28:58,,Instagram,0.5759,Positive,Low
"if you want to find your ""me time"" thing, this is it. instagram has a very smooth and enjoyable interface with plenty of creative content to explore. reels, stories, messaging, and photo sharing make it a versatile social platform.",5,0,427.0.0.47.73,2026-09-10 04:27:48,427.0.0.47.73,Instagram,0.8467,Positive,High
what an app.,5,0,,2026-09-10 04:27:43,,Instagram,0.0,Neutral,High
good,4,0,441.0.0.43.81,2026-09-10 04:27:41,441.0.0.43.81,Instagram,0.4404,Positive,High
❤️❤️,5,0,446.0.0.49.77,2026-09-10 04:27:40,446.0.0.49.77,Instagram,0.0,Neutral,High
my account was disabled even though i believe i did not violate the rules. i’m disappointed with the support and would like instagram to review my account properly,1,1,446.0.0.49.77,2026-09-10 04:27:17,446.0.0.49.77,Instagram,0.5759,Positive,Low
vvv good,5,1,445.0.0.45.83,2026-09-10 04:26:03,445.0.0.45.83,Instagram,0.4404,Positive,High
this is the worst,1,0,411.0.0.23.257,2026-09-10 04:24:47,411.0.0.23.257,Instagram,-0.6249,Negative,Low
instagram ruling world i don't know why insta needs rating 😂,5,0,412.0.0.35.87,2026-09-10 04:24:43,412.0.0.35.87,Instagram,0.4404,Positive,High
ansh_goswamii0.5 id band ho gai wapas la dijiye wapas id ko,5,0,439.0.0.37.89,2026-09-10 04:24:09,439.0.0.37.89,Instagram,0.0,Neutral,High
audio clear nahin a rahi,4,1,346.0.0.45.104,2026-09-10 04:23:50,346.0.0.45.104,Instagram,0.3818,Positive,High
better,5,0,445.0.0.45.83,2026-09-10 04:21:38,445.0.0.45.83,Instagram,0.4404,Positive,High
buss instagram meri i'd suspand mat kerna vaisa to sub thik hai or i'd ko chada do bhut upar,5,0,445.0.0.45.83,2026-09-10 04:21:32,445.0.0.45.83,Instagram,0.0,Neutral,High
my world 🌍,5,0,443.0.0.48.82,2026-09-10 04:20:36,443.0.0.48.82,Instagram,0.0,Neutral,High
instagram best path of art,5,0,,2026-09-10 04:20:00,,Instagram,0.6369,Positive,High
good 👍🏻,5,0,444.0.0.46.85,2026-09-10 04:19:01,444.0.0.46.85,Instagram,0.4404,Positive,High
nice,5,0,,2026-09-10 04:18:54,,Instagram,0.4215,Positive,High
thankyou instagram ✨🩵✨,5,0,446.0.0.49.77,2026-09-10 04:18:19,446.0.0.49.77,Instagram,0.3182,Positive,High
help me,4,1,446.0.0.49.77,2026-09-10 04:18:18,446.0.0.49.77,Instagram,0.4019,Positive,High
viral me plz,5,0,442.0.0.46.79,2026-09-10 04:18:13,442.0.0.46.79,Instagram,0.0772,Positive,High
nowadays it a life line,5,0,441.0.0.43.81,2026-09-10 04:18:10,441.0.0.43.81,Instagram,0.0,Neutral,High
